period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καραγιάννης Ιωάννης  Κωνσταντίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΙΩΑΝΝΙΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τασούλας Κωνσταντίνος Αν.,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΙΩΑΝΝΙΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Εμμανουηλίδης Δημήτριος Ιωάννη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΑΒΑΛΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τσανάκα  Αλεξάνδρα Δημητρίου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΚΑΒΑΛΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παναγιωτόπουλος Νικόλαος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΒΑΛΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μιχαλάκης Νικόλαος Ηλία,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΑΡΔΙΤΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Λάππας  Σπυρίδωνας Ευαγγέλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΑΡΔΙΤΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κατσαβριά - Σιωροπούλου Χρυσούλα  Αθανασίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΑΡΔΙΤΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τσιάρας Κωνσταντίνος Αλεξάνδρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΡΔΙΤΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Διαμαντόπουλος Ευάγγελος Περικλή,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΚΑΣΤΟΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αντωνίου Μαρία Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΑΣΤΟΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σαμοΐλης Στέφανος Κωνσταντίνου - Νικολάου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΚΕΡΚΥΡΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βάκη Φωτεινή Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΕΡΚΥΡΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γκίκας Στέφανος Σωτηρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΕΡΚΥΡΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Θεοπεφτάτου Αφροδίτη Χρήστου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παραστατίδης Θεόδωρος Σωκράτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΙΛΚΙΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γεωργαντάς Γεώργιος Παύλου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΙΛΚΙΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Χατζησάββας  Χρήστος Κωνσταντίνου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΚΙΛΚΙΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μακρή Ραχήλ Κωνσταντίνου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΚΟΖΑΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ουζουνίδου Ευγενία Χρήστου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΚΟΖΑΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δημητριάδης Δημήτριος Κλεάνθη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΟΖΑΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κασαπίδης Γεώργιος Δημοσθένη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΟΖΑΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κάτανας Χαρίσιος Λαζάρου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ ΕΘΝΙΚΗ ΠΑΤΡΙΩΤΙΚΗ ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΜΑΧΙΑ,ΚΟΖΑΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Θελερίτη Μαρία Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΟΡΙΝΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ψυχογιός Γεώργιος Κωνσταντίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΟΡΙΝΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κουρεμπές  Θεοφάνης (Φάνης)  Σπυρίδωνος,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΟΡΙΝΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δήμας Χρίστος Σταύρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΟΡΙΝΘΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Συρμαλένιος Νικόλαος Ευαγγέλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΥΚΛΑΔΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Συρίγος  Αντώνιος Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΥΚΛΑΔΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μανιός  Νικόλαος  Εμμανουήλ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΚΥΚΛΑΔΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βρούτσης Ιωάννης Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΚΥΚΛΑΔΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αραχωβίτης Σταύρος Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΛΑΚΩΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δαβάκης Αθανάσιος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΑΚΩΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γρηγοράκος Λεωνίδας Γεωργίου,ΠΑ.ΣΟ.Κ.,ΛΑΚΩΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βαγενά-Κηλαηδόνη Άννα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Διώτη Ηρώ Μαρίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Χαρακόπουλος Μάξιμος Παντελή,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κέλλας Χρήστος Αχιλλέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σβερώνη - Χονδρονάσιου  Δέσποινα Αθανασίου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μπαργιώτας  Κωνσταντίνος Αθανασίου,ΤΟ ΠΟΤΑΜΙ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Λαμπρούλης Γεώργιος Αριστείδη,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κόκκαλης Βασίλειος Κωνσταντίνου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ ΕΘΝΙΚΗ ΠΑΤΡΙΩΤΙΚΗ ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΜΑΧΙΑ,ΛΑΡΙΣΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δερμιτζάκης Κωνσταντίνος Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΛΑΣΙΘΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Πλακιωτάκης Ιωάννης Ιωσήφ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΑΣΙΘΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ζερδελής Ιωάννης Χριστοφόρου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΛΕΣΒΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αθανασίου  Χαράλαμπος  Χριστόφα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΛΕΣΒΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τάσσος Σταύρος Τάσσου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΛΕΣΒΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γρηγόρης Σταύρος  Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΛΕΥΚΑΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μεϊκόπουλος Αλέξανδρος Μιχαήλ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τζήκα - Κωστοπούλου Δανάη Ιωάννη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δελημήτρος Κωνσταντίνος  Ευαγγέλου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παπανάτσιου  Αικατερίνη Στέργιου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μπαλλής  Συμεών  Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μπουκώρος Χρήστος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΜΑΓΝΗΣΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Πετράκος Αθανάσιος Κωνσταντίνου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κοζομπόλη - Αμανατίδη  Παναγιώτα  Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ψαρρέα  Ελένη  Παναγιώτη,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κωνσταντινέας Πέτρος  Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σαμαράς Αντώνιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΜΕΣΣΗΝΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ζεϊμπέκ Χουσεΐν Χασάν,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΞΑΝΘΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γιαννακίδης Ευστάθιος Αλεξάνδρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΞΑΝΘΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κοντός Αλέξανδρος Ευστρατίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΞΑΝΘΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τζάκρη  Θεοδώρα  Εμμανουήλ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σηφάκης  Ιωάννης Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σμίας  Χρήστος Ιωάννη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καρασμάνης Γεώργιος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ζάννας Ζήσης  Γρηγορίου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σκούφα Ελισσάβετ (Μπέττυ) Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τζαμακλής  Χαρίλαος Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κουκοδήμος Κωνσταντίνος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μπάρκας Κωνσταντίνος Θεοφάνη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΠΡΕΒΕΖΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γιαννάκης Στέργιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΡΕΒΕΖΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ξανθός Ανδρέας Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΡΕΘΥΜΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κεφαλογιάννης Ιωάννης Αχιλλέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΡΕΘΥΜΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μουσταφά Μουσταφά Μεμέτ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καρά Γιουσούφ Αϊχάν Μεμέτ,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Στυλιανίδης Ευριπίδης Στυλιανού,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σεβαστάκης  Δημήτριος Αλεξίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΣΑΜΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σταμπουλή Αφροδίτη Αποστόλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καραμανλής Κωνσταντίνος Αχιλλέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αραμπατζή Φωτεινή Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ματθαιόπουλος Αρτέμιος Παύλου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Χατζηδημητρίου  Αλέξανδρος Νικολάου,ΤΟ ΠΟΤΑΜΙ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κόλλια - Τσαρουχά Μαρία Ευστρατίου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ ΕΘΝΙΚΗ ΠΑΤΡΙΩΤΙΚΗ ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΜΑΧΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παπαδόπουλος  Αθανάσιος (Σάκης) Αποστόλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δριτσέλη Παναγιώτα Ιωάννη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σιμορέλης  Χρήστος Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σκρέκας Κωνσταντίνος Θεοδώρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κυριακάκης Βασίλειος Κωνσταντίνου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καραναστάσης Απόστολος  Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βέττας Δημήτριος  Φωτίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΘΙΩΤΙΔΑΣ
